series_id,year,period,periodName,value,footnotes,latest
CES0000000001,1969.0,M10,October,71121.0,[{}],
CES0000000001,1969.0,M11,November,71086.0,[{}],
CES0000000001,1969.0,M12,December,71241.0,[{}],
CES0000000001,1970.0,M01,January,71176.0,[{}],
CES0000000001,1970.0,M02,February,71305.0,[{}],
CES0000000001,1970.0,M03,March,71451.0,[{}],
CES0000000001,1970.0,M04,April,71348.0,[{}],
CES0000000001,1970.0,M05,May,71124.0,[{}],
CES0000000001,1970.0,M06,June,71029.0,[{}],
CES0000000001,1970.0,M07,July,71053.0,[{}],
CES0000000001,1970.0,M08,August,70937.0,[{}],
CES0000000001,1970.0,M09,September,70944.0,[{}],
CES0000000001,1970.0,M10,October,70521.0,[{}],
CES0000000001,1970.0,M11,November,70409.0,[{}],
CES0000000001,1970.0,M12,December,70792.0,[{}],
CES0000000001,1971.0,M01,January,70865.0,[{}],
CES0000000001,1971.0,M02,February,70807.0,[{}],
CES0000000001,1971.0,M03,March,70860.0,[{}],
CES0000000001,1971.0,M04,April,71036.0,[{}],
CES0000000001,1971.0,M05,May,71247.0,[{}],
CES0000000001,1971.0,M06,June,71254.0,[{}],
CES0000000001,1971.0,M07,July,71315.0,[{}],
CES0000000001,1971.0,M08,August,71373.0,[{}],
CES0000000001,1971.0,M09,September,71614.0,[{}],
CES0000000001,1971.0,M10,October,71642.0,[{}],
CES0000000001,1971.0,M11,November,71847.0,[{}],
CES0000000001,1971.0,M12,December,72109.0,[{}],
CES0000000001,1972.0,M01,January,72441.0,[{}],
CES0000000001,1972.0,M02,February,72648.0,[{}],
CES0000000001,1972.0,M03,March,72944.0,[{}],
CES0000000001,1972.0,M04,April,73162.0,[{}],
CES0000000001,1972.0,M05,May,73469.0,[{}],
CES0000000001,1972.0,M06,June,73758.0,[{}],
CES0000000001,1972.0,M07,July,73709.0,[{}],
CES0000000001,1972.0,M08,August,74141.0,[{}],
CES0000000001,1972.0,M09,September,74264.0,[{}],
CES0000000001,1972.0,M10,October,74674.0,[{}],
CES0000000001,1972.0,M11,November,74973.0,[{}],
CES0000000001,1972.0,M12,December,75268.0,[{}],
CES0000000001,1973.0,M01,January,75617.0,[{}],
CES0000000001,1973.0,M02,February,76014.0,[{}],
CES0000000001,1973.0,M03,March,76284.0,[{}],
CES0000000001,1973.0,M04,April,76455.0,[{}],
CES0000000001,1973.0,M05,May,76648.0,[{}],
CES0000000001,1973.0,M06,June,76887.0,[{}],
CES0000000001,1973.0,M07,July,76913.0,[{}],
CES0000000001,1973.0,M08,August,77168.0,[{}],
CES0000000001,1973.0,M09,September,77276.0,[{}],
CES0000000001,1973.0,M10,October,77607.0,[{}],
CES0000000001,1973.0,M11,November,77920.0,[{}],
CES0000000001,1973.0,M12,December,78031.0,[{}],
CES0000000001,1974.0,M01,January,78100.0,[{}],
CES0000000001,1974.0,M02,February,78254.0,[{}],
CES0000000001,1974.0,M03,March,78296.0,[{}],
CES0000000001,1974.0,M04,April,78382.0,[{}],
CES0000000001,1974.0,M05,May,78549.0,[{}],
CES0000000001,1974.0,M06,June,78604.0,[{}],
CES0000000001,1974.0,M07,July,78636.0,[{}],
CES0000000001,1974.0,M08,August,78619.0,[{}],
CES0000000001,1974.0,M09,September,78610.0,[{}],
CES0000000001,1974.0,M10,October,78630.0,[{}],
CES0000000001,1974.0,M11,November,78265.0,[{}],
CES0000000001,1974.0,M12,December,77652.0,[{}],
CES0000000001,1975.0,M01,January,77293.0,[{}],
CES0000000001,1975.0,M02,February,76918.0,[{}],
CES0000000001,1975.0,M03,March,76648.0,[{}],
CES0000000001,1975.0,M04,April,76460.0,[{}],
CES0000000001,1975.0,M05,May,76624.0,[{}],
CES0000000001,1975.0,M06,June,76521.0,[{}],
CES0000000001,1975.0,M07,July,76770.0,[{}],
CES0000000001,1975.0,M08,August,77153.0,[{}],
CES0000000001,1975.0,M09,September,77228.0,[{}],
CES0000000001,1975.0,M10,October,77540.0,[{}],
CES0000000001,1975.0,M11,November,77685.0,[{}],
CES0000000001,1975.0,M12,December,78017.0,[{}],
CES0000000001,1976.0,M01,January,78503.0,[{}],
CES0000000001,1976.0,M02,February,78816.0,[{}],
CES0000000001,1976.0,M03,March,79048.0,[{}],
CES0000000001,1976.0,M04,April,79292.0,[{}],
CES0000000001,1976.0,M05,May,79312.0,[{}],
CES0000000001,1976.0,M06,June,79376.0,[{}],
CES0000000001,1976.0,M07,July,79547.0,[{}],
CES0000000001,1976.0,M08,August,79704.0,[{}],
CES0000000001,1976.0,M09,September,79892.0,[{}],
CES0000000001,1976.0,M10,October,79911.0,[{}],
CES0000000001,1976.0,M11,November,80240.0,[{}],
CES0000000001,1976.0,M12,December,80448.0,[{}],
CES0000000001,1977.0,M01,January,80690.0,[{}],
CES0000000001,1977.0,M02,February,80988.0,[{}],
CES0000000001,1977.0,M03,March,81391.0,[{}],
CES0000000001,1977.0,M04,April,81728.0,[{}],
CES0000000001,1977.0,M05,May,82088.0,[{}],
CES0000000001,1977.0,M06,June,82488.0,[{}],
CES0000000001,1977.0,M07,July,82834.0,[{}],
CES0000000001,1977.0,M08,August,83075.0,[{}],
CES0000000001,1977.0,M09,September,83532.0,[{}],
CES0000000001,1977.0,M10,October,83800.0,[{}],
CES0000000001,1977.0,M11,November,84173.0,[{}],
CES0000000001,1977.0,M12,December,84410.0,[{}],
CES0000000001,1978.0,M01,January,84594.0,[{}],
CES0000000001,1978.0,M02,February,84948.0,[{}],
CES0000000001,1978.0,M03,March,85460.0,[{}],
CES0000000001,1978.0,M04,April,86162.0,[{}],
CES0000000001,1978.0,M05,May,86509.0,[{}],
CES0000000001,1978.0,M06,June,86950.0,[{}],
CES0000000001,1978.0,M07,July,87204.0,[{}],
CES0000000001,1978.0,M08,August,87483.0,[{}],
CES0000000001,1978.0,M09,September,87621.0,[{}],
CES0000000001,1978.0,M10,October,87956.0,[{}],
CES0000000001,1978.0,M11,November,88391.0,[{}],
CES0000000001,1978.0,M12,December,88671.0,[{}],
CES0000000001,1979.0,M01,January,88808.0,[{}],
CES0000000001,1979.0,M02,February,89055.0,[{}],
CES0000000001,1979.0,M03,March,89479.0,[{}],
CES0000000001,1979.0,M04,April,89417.0,[{}],
CES0000000001,1979.0,M05,May,89789.0,[{}],
CES0000000001,1979.0,M06,June,90108.0,[{}],
CES0000000001,1979.0,M07,July,90217.0,[{}],
CES0000000001,1979.0,M08,August,90300.0,[{}],
CES0000000001,1979.0,M09,September,90327.0,[{}],
CES0000000001,1979.0,M10,October,90481.0,[{}],
CES0000000001,1979.0,M11,November,90573.0,[{}],
CES0000000001,1979.0,M12,December,90672.0,[{}],
CES0000000001,1980.0,M01,January,90800.0,[{}],
CES0000000001,1980.0,M02,February,90883.0,[{}],
CES0000000001,1980.0,M03,March,90994.0,[{}],
CES0000000001,1980.0,M04,April,90849.0,[{}],
CES0000000001,1980.0,M05,May,90420.0,[{}],
CES0000000001,1980.0,M06,June,90101.0,[{}],
CES0000000001,1980.0,M07,July,89840.0,[{}],
CES0000000001,1980.0,M08,August,90099.0,[{}],
CES0000000001,1980.0,M09,September,90213.0,[{}],
CES0000000001,1980.0,M10,October,90490.0,[{}],
CES0000000001,1980.0,M11,November,90747.0,[{}],
CES0000000001,1980.0,M12,December,90943.0,[{}],
CES0000000001,1981.0,M01,January,91033.0,[{}],
CES0000000001,1981.0,M02,February,91105.0,[{}],
CES0000000001,1981.0,M03,March,91210.0,[{}],
CES0000000001,1981.0,M04,April,91283.0,[{}],
CES0000000001,1981.0,M05,May,91296.0,[{}],
CES0000000001,1981.0,M06,June,91490.0,[{}],
CES0000000001,1981.0,M07,July,91601.0,[{}],
CES0000000001,1981.0,M08,August,91565.0,[{}],
CES0000000001,1981.0,M09,September,91477.0,[{}],
CES0000000001,1981.0,M10,October,91380.0,[{}],
